tag,to,from,weight
3841-25881fg,3803-21351-21351,Terminal_3803-21351-21351_Terminal,44
3841-25881fg,3811-1653-1653,Terminal_3811-1653-1653_Terminal,67
3841-25881fg,3811-5008536-9506fg,3811-1653-1653,67
3841-25881fg,3811-5008536-9506fg,3811-9527-9527,91
3841-25881fg,3811-6082096-6082096,3811-5008536-9506fg,158
3841-25881fg,3811-9506-9506,3811-6082096-6082096,158
3841-25881fg,3811-9527-9527,Terminal_3811-9527-9527_Terminal,91
3841-25881fg,3833-10497-10497,3833-5009496-5009496,17
3841-25881fg,3833-10497-10497,Terminal_3833-10497-10497_Terminal,6
3841-25881fg,3833-5009496-5009496,3835-5009496-5009496,17
3841-25881fg,3833-6081442-6081442,3833-10497-10497,23
3841-25881fg,3835-1690-1690,Terminal_3835-1690-1690_Terminal,20
3841-25881fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,42
3841-25881fg,3835-26443-26443,Terminal_3835-26443-26443_Terminal,99
3841-25881fg,3835-5001671-5001671,3835-5006219-5006219,177
3841-25881fg,3835-5001671-5001671,3835-5947-5947,20
3841-25881fg,3835-5001671-5001671,3835-9035-9035,37
3841-25881fg,3835-5006219-5006219,3835-5947-5947,51
3841-25881fg,3835-5006219-5006219,3835-8940-8940,126
3841-25881fg,3835-5009496-5009496,3835-1690-1690,20
3841-25881fg,3835-5009496-5009496,3835-26443-26443,99
3841-25881fg,3835-5009496-5009496,3835-5947-5947,51
3841-25881fg,3835-5021471-5021471,3835-6263-6263,27
3841-25881fg,3835-5021471-5021471,3835-7660-7660,171
3841-25881fg,3835-5026834-5026834,3835-2502-2502,42
3841-25881fg,3835-5026834-5026834,3835-5001671-5001671,234
3841-25881fg,3835-5026834-5026834,3835-5021471-5021471,198
3841-25881fg,3835-5026834-5026834,3835-5947-5947,356
3841-25881fg,3835-5026834-5026834,3835-6-6,158
3841-25881fg,3835-5026834-5026834,3835-7440-7440,3
3841-25881fg,3835-5026834-5026834,3835-9510-9510,17
3841-25881fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,478
3841-25881fg,3835-6-6,Terminal_3835-6-6_Terminal,158
3841-25881fg,3835-6081442-6081442,3835-5009496-5009496,153
3841-25881fg,3835-6114523-6114523,3835-5026834-5026834,1008
3841-25881fg,3835-6263-6263,Terminal_3835-6263-6263_Terminal,27
3841-25881fg,3835-7440-7440,Terminal_3835-7440-7440_Terminal,3
3841-25881fg,3835-7660-7660,Terminal_3835-7660-7660_Terminal,171
3841-25881fg,3835-8940-8940,Terminal_3835-8940-8940_Terminal,126
3841-25881fg,3835-9035-9035,Terminal_3835-9035-9035_Terminal,37
3841-25881fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,17
3841-25881fg,3841-10497-10497,3841-6081442-6081442,176
3841-25881fg,3841-10497-10497,3853-10497-10497,498
3841-25881fg,3841-21351-21351,3803-21351-21351,44
3841-25881fg,3841-21351-21351,Terminal_3841-21351-21351_Terminal,363
3841-25881fg,3841-24713-24713,Terminal_3841-24713-24713_Terminal,1000
3841-25881fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,1272
3841-25881fg,3841-26509-26509,3841-6114523-6114523,1008
3841-25881fg,3841-5026121-25881fg,3841-10497-10497,674
3841-25881fg,3841-5026121-25881fg,3841-21351-21351,407
3841-25881fg,3841-5026121-25881fg,3841-24713-24713,1000
3841-25881fg,3841-5026121-25881fg,3841-2502-2502,1272
3841-25881fg,3841-5026121-25881fg,3841-26509-26509,1008
3841-25881fg,3841-5026121-25881fg,3841-9506-9506,158
3841-25881fg,3841-5026121-25881fg,3841-9570-9570,1107
3841-25881fg,3841-6081442-6081442,3833-6081442-6081442,23
3841-25881fg,3841-6081442-6081442,3835-6081442-6081442,153
3841-25881fg,3841-6109821-25881fg,3841-5026121-25881fg,2241
3841-25881fg,3841-6109822-25881fg,3841-5026121-25881fg,607
3841-25881fg,3841-6109825-25881fg,3841-5026121-25881fg,2778
3841-25881fg,3841-6114523-6114523,3835-6114523-6114523,1008
3841-25881fg,3841-9506-9506,3811-9506-9506,158
3841-25881fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,1107
3841-25881fg,3853-10497-10497,Terminal_3853-10497-10497_Terminal,498
3841-25912fg,3811-16758-16758,Terminal_3811-16758-16758_Terminal,23
3841-25912fg,3811-5026157-25912fg,3811-16758-16758,23
3841-25912fg,3811-6109643-6109643,3811-5026157-25912fg,23
3841-25912fg,3811-6112487-25912fg,3811-6109643-6109643,23
3841-25912fg,3841-6112487-25912fg,3811-6112487-25912fg,24
3841-25971fg,3803-2187-2187,Terminal_3803-2187-2187_Terminal,63
3841-25971fg,3803-4102-4102,Terminal_3803-4102-4102_Terminal,42
3841-25971fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,33
3841-25971fg,3835-5001671-5001671,3835-5006219-5006219,151
3841-25971fg,3835-5001671-5001671,3835-5947-5947,16
3841-25971fg,3835-5001671-5001671,3835-9035-9035,39
3841-25971fg,3835-5006219-5006219,3835-5947-5947,42
3841-25971fg,3835-5006219-5006219,3835-8940-8940,109
3841-25971fg,3835-5021471-5021471,3835-6263-6263,26
3841-25971fg,3835-5021471-5021471,3835-7660-7660,146
3841-25971fg,3835-5026834-5026834,3835-2502-2502,33
3841-25971fg,3835-5026834-5026834,3835-5001671-5001671,206
3841-25971fg,3835-5026834-5026834,3835-5021471-5021471,172
3841-25971fg,3835-5026834-5026834,3835-5947-5947,304
3841-25971fg,3835-5026834-5026834,3835-6-6,139
3841-25971fg,3835-5026834-5026834,3835-7440-7440,5
3841-25971fg,3835-5026834-5026834,3835-9510-9510,12
3841-25971fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,362
3841-25971fg,3835-6-6,Terminal_3835-6-6_Terminal,139
3841-25971fg,3835-6114523-6114523,3835-5026834-5026834,871
3841-25971fg,3835-6263-6263,Terminal_3835-6263-6263_Terminal,26
3841-25971fg,3835-7440-7440,Terminal_3835-7440-7440_Terminal,5
3841-25971fg,3835-7660-7660,Terminal_3835-7660-7660_Terminal,146
3841-25971fg,3835-8940-8940,Terminal_3835-8940-8940_Terminal,109
3841-25971fg,3835-9035-9035,Terminal_3835-9035-9035_Terminal,39
3841-25971fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,12
3841-25971fg,3841-1668-1668,Terminal_3841-1668-1668_Terminal,1395
3841-25971fg,3841-2187-2187,3803-2187-2187,63
3841-25971fg,3841-2187-2187,Terminal_3841-2187-2187_Terminal,126
3841-25971fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,54
3841-25971fg,3841-26509-26509,3841-6114523-6114523,871
3841-25971fg,3841-3467-3467,Terminal_3841-3467-3467_Terminal,84
3841-25971fg,3841-4102-4102,3803-4102-4102,42
3841-25971fg,3841-4102-4102,Terminal_3841-4102-4102_Terminal,375
3841-25971fg,3841-5026217-25971fg,3841-1668-1668,1395
3841-25971fg,3841-5026217-25971fg,3841-2187-2187,189
3841-25971fg,3841-5026217-25971fg,3841-2502-2502,54
3841-25971fg,3841-5026217-25971fg,3841-26509-26509,871
3841-25971fg,3841-5026217-25971fg,3841-3467-3467,84
3841-25971fg,3841-5026217-25971fg,3841-4102-4102,417
3841-25971fg,3841-5026217-25971fg,3841-9570-9570,1968
3841-25971fg,3841-6111286-25971fg,3841-5026217-25971fg,1254
3841-25971fg,3841-6111290-25971fg,3841-5026217-25971fg,3724
3841-25971fg,3841-6114523-6114523,3835-6114523-6114523,871
3841-25971fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,1968
3841-26001fg,3811-1653-1653,Terminal_3811-1653-1653_Terminal,1072
3841-26001fg,3811-5008536-9506fg,3811-1653-1653,1072
3841-26001fg,3811-5008536-9506fg,3811-9527-9527,1447
3841-26001fg,3811-6082096-6082096,3811-5008536-9506fg,2519
3841-26001fg,3811-9506-9506,3811-6082096-6082096,2519
3841-26001fg,3811-9527-9527,Terminal_3811-9527-9527_Terminal,1447
3841-26001fg,3833-10497-10497,3833-5009496-5009496,477
3841-26001fg,3833-10497-10497,Terminal_3833-10497-10497_Terminal,357
3841-26001fg,3833-5009496-5009496,3835-5009496-5009496,477
3841-26001fg,3833-6081442-6081442,3833-10497-10497,834
3841-26001fg,3835-1690-1690,Terminal_3835-1690-1690_Terminal,622
3841-26001fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,1371
3841-26001fg,3835-26443-26443,Terminal_3835-26443-26443_Terminal,2869
3841-26001fg,3835-5001671-5001671,3835-5006219-5006219,5604
3841-26001fg,3835-5001671-5001671,3835-5947-5947,556
3841-26001fg,3835-5001671-5001671,3835-6-6,3
3841-26001fg,3835-5001671-5001671,3835-9035-9035,1650
3841-26001fg,3835-5006219-5006219,3835-5947-5947,1669
3841-26001fg,3835-5006219-5006219,3835-8940-8940,3935
3841-26001fg,3835-5009496-5009496,3835-1690-1690,622
3841-26001fg,3835-5009496-5009496,3835-2502-2502,99
3841-26001fg,3835-5009496-5009496,3835-26443-26443,2869
3841-26001fg,3835-5009496-5009496,3835-5947-5947,1757
3841-26001fg,3835-5021471-5021471,3835-6263-6263,1034
3841-26001fg,3835-5021471-5021471,3835-7660-7660,5258
3841-26001fg,3835-5026834-5026834,3835-2502-2502,1272
3841-26001fg,3835-5026834-5026834,3835-5001671-5001671,7813
3841-26001fg,3835-5026834-5026834,3835-5021471-5021471,6292
