tag,to,from,weight
3841-16503fg,3835-6762-6762,Terminal_3835-6762-6762_Terminal,2214
3841-16503fg,3835-9247-9247,Terminal_3835-9247-9247_Terminal,155
3841-16503fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,81
3841-16503fg,3841-1362-1362,Terminal_3841-1362-1362_Terminal,683
3841-16503fg,3841-1661-1661,Terminal_3841-1661-1661_Terminal,1912
3841-16503fg,3841-1668-1668,Terminal_3841-1668-1668_Terminal,13162
3841-16503fg,3841-26398-26398,3841-6113759-6113759,18608
3841-16503fg,3841-2902-2902,3841-6077633-6077633,5917
3841-16503fg,3841-5014936-16503fg,3841-1362-1362,683
3841-16503fg,3841-5014936-16503fg,3841-1661-1661,1912
3841-16503fg,3841-5014936-16503fg,3841-1668-1668,13162
3841-16503fg,3841-5014936-16503fg,3841-26398-26398,18608
3841-16503fg,3841-5014936-16503fg,3841-2902-2902,5917
3841-16503fg,3841-5014936-16503fg,3841-8115-8115,2004
3841-16503fg,3841-5014936-16503fg,3841-9527-9527,3242
3841-16503fg,3841-6044775-16503fg,3841-5014936-16503fg,536
3841-16503fg,3841-6077633-6077633,3835-6077633-6077633,5917
3841-16503fg,3841-6113759-6113759,3811-6113759-6113759,18608
3841-16503fg,3841-8115-8115,3811-8115-8115,784
3841-16503fg,3841-8115-8115,Terminal_3841-8115-8115_Terminal,1220
3841-16503fg,3841-9527-9527,Terminal_3841-9527-9527_Terminal,3242
3841-16522fg,3841-6044830-16522fg,Terminal_3841-6044830-16522fg_Terminal,46
3841-16576fg,3803-1655-1655,Terminal_3803-1655-1655_Terminal,35
3841-16576fg,3803-2003-2003,Terminal_3803-2003-2003_Terminal,568
3841-16576fg,3803-3374-3374,Terminal_3803-3374-3374_Terminal,275
3841-16576fg,3841-1655-1655,3803-1655-1655,35
3841-16576fg,3841-1697-1697,Terminal_3841-1697-1697_Terminal,1477
3841-16576fg,3841-2003-2003,3803-2003-2003,568
3841-16576fg,3841-3374-3374,3803-3374-3374,275
3841-16576fg,3841-3374-3374,Terminal_3841-3374-3374_Terminal,1137
3841-16576fg,3841-5015001-16576fg,3841-1655-1655,35
3841-16576fg,3841-5015001-16576fg,3841-1697-1697,1477
3841-16576fg,3841-5015001-16576fg,3841-2003-2003,568
3841-16576fg,3841-5015001-16576fg,3841-3374-3374,1412
3841-16576fg,3841-5015001-16576fg,3841-9185-9185,757
3841-16576fg,3841-6044908-16576fg,3841-5015001-16576fg,4249
3841-16576fg,3841-9185-9185,3857-9185-9185,757
3841-16576fg,3857-9185-9185,Terminal_3857-9185-9185_Terminal,757
3841-16589fg,3803-1655-1655,Terminal_3803-1655-1655_Terminal,25
3841-16589fg,3803-2003-2003,Terminal_3803-2003-2003_Terminal,984
3841-16589fg,3803-3374-3374,Terminal_3803-3374-3374_Terminal,447
3841-16589fg,3841-1655-1655,3803-1655-1655,25
3841-16589fg,3841-1697-1697,Terminal_3841-1697-1697_Terminal,2525
3841-16589fg,3841-2003-2003,3803-2003-2003,984
3841-16589fg,3841-3374-3374,3803-3374-3374,447
3841-16589fg,3841-3374-3374,Terminal_3841-3374-3374_Terminal,1854
3841-16589fg,3841-5015014-16589fg,3841-1655-1655,25
3841-16589fg,3841-5015014-16589fg,3841-1697-1697,2525
3841-16589fg,3841-5015014-16589fg,3841-2003-2003,984
3841-16589fg,3841-5015014-16589fg,3841-3374-3374,2301
3841-16589fg,3841-5015014-16589fg,3841-5947-5947,2169
3841-16589fg,3841-5015014-16589fg,3841-9185-9185,493
3841-16589fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,2169
3841-16589fg,3841-9185-9185,3857-9185-9185,493
3841-16589fg,3857-9185-9185,Terminal_3857-9185-9185_Terminal,493
3841-16611fg,3803-3374-3374,Terminal_3803-3374-3374_Terminal,247
3841-16611fg,3803-9382-9382,Terminal_3803-9382-9382_Terminal,154
3841-16611fg,3811-9150-9150,Terminal_3811-9150-9150_Terminal,387
3841-16611fg,3841-1697-1697,Terminal_3841-1697-1697_Terminal,1268
3841-16611fg,3841-3374-3374,3803-3374-3374,247
3841-16611fg,3841-3374-3374,Terminal_3841-3374-3374_Terminal,1021
3841-16611fg,3841-5015035-16611fg,3841-1697-1697,1268
3841-16611fg,3841-5015035-16611fg,3841-3374-3374,1268
3841-16611fg,3841-5015035-16611fg,3841-5947-5947,9469
3841-16611fg,3841-5015035-16611fg,3841-9150-9150,509
3841-16611fg,3841-5015035-16611fg,3841-9382-9382,154
3841-16611fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,9469
3841-16611fg,3841-6044961-16611fg,3841-5015035-16611fg,202
3841-16611fg,3841-6044965-16611fg,3841-5015035-16611fg,166
3841-16611fg,3841-6044966-16611fg,3841-5015035-16611fg,12300
3841-16611fg,3841-9150-9150,3811-9150-9150,387
3841-16611fg,3841-9150-9150,Terminal_3841-9150-9150_Terminal,122
3841-16611fg,3841-9382-9382,3803-9382-9382,154
3841-1661fg,3841-1661-1661,Terminal_3841-1661-1661_Terminal,73000
3841-1661fg,3841-5001645-1661fg,3841-1661-1661,73000
3841-16896fg,3803-1655-1655,Terminal_3803-1655-1655_Terminal,1171
3841-16896fg,3841-1655-1655,3803-1655-1655,1171
3841-16896fg,3841-5015304-16896fg,3841-1655-1655,1171
3841-16896fg,3841-5015304-16896fg,3841-5947-5947,40388
3841-16896fg,3841-5015304-16896fg,3841-9185-9185,17332
3841-16896fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,40388
3841-16896fg,3841-6045006-16896fg,3841-5015304-16896fg,1218
3841-16896fg,3841-6045010-16896fg,3841-5015304-16896fg,85
3841-16896fg,3841-6045011-16896fg,3841-5015304-16896fg,25738
3841-16896fg,3841-9185-9185,3857-9185-9185,17332
3841-16896fg,3857-9185-9185,Terminal_3857-9185-9185_Terminal,17332
3841-18125fg,3803-9198-9198,3809-9198-9198,2576
3841-18125fg,3809-9186-9186,Terminal_3809-9186-9186_Terminal,3459
3841-18125fg,3809-9198-9198,Terminal_3809-9198-9198_Terminal,2576
3841-18125fg,3841-24-24,Terminal_3841-24-24_Terminal,17546
3841-18125fg,3841-5015894-18125fg,3841-24-24,17546
3841-18125fg,3841-5015894-18125fg,3841-9107-9107,2559
3841-18125fg,3841-5015894-18125fg,3841-9186-9186,3459
3841-18125fg,3841-5015894-18125fg,3841-9198-9198,2576
3841-18125fg,3841-6112814-18125fg,3841-5015894-18125fg,13540
3841-18125fg,3841-9107-9107,Terminal_3841-9107-9107_Terminal,2559
3841-18125fg,3841-9186-9186,3809-9186-9186,3459
3841-18125fg,3841-9198-9198,3803-9198-9198,2576
3841-18137fg,3811-18137-18137,Terminal_3811-18137-18137_Terminal,128
3841-18137fg,3811-6078565-18137fg,3811-18137-18137,128
3841-18137fg,3841-6078565-18137fg,3811-6078565-18137fg,136
3841-18171fg,3803-9198-9198,3809-9198-9198,1122
3841-18171fg,3809-9186-9186,Terminal_3809-9186-9186_Terminal,1680
3841-18171fg,3809-9198-9198,Terminal_3809-9198-9198_Terminal,1122
3841-18171fg,3841-24-24,Terminal_3841-24-24_Terminal,8490
3841-18171fg,3841-5015939-18171fg,3841-24-24,8490
3841-18171fg,3841-5015939-18171fg,3841-9186-9186,1680
3841-18171fg,3841-5015939-18171fg,3841-9198-9198,1122
3841-18171fg,3841-6045098-18171fg,3841-5015939-18171fg,11292
3841-18171fg,3841-9186-9186,3809-9186-9186,1680
3841-18171fg,3841-9198-9198,3803-9198-9198,1122
3841-18223fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,2363
3841-18223fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,3375
3841-18223fg,3841-5015989-18223fg,3841-2323-2323,2363
3841-18223fg,3841-5015989-18223fg,3841-2502-2502,3375
3841-18223fg,3841-5015989-18223fg,3841-5947-5947,28033
3841-18223fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,28033
3841-18223fg,3841-6045142-18223fg,3841-5015989-18223fg,5400
3841-18223fg,3841-6101551-18223fg,3841-5015989-18223fg,28371
3841-18224fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,759
3841-18224fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,539
3841-18224fg,3841-5015990-18224fg,3841-2323-2323,759
3841-18224fg,3841-5015990-18224fg,3841-2502-2502,539
3841-18224fg,3841-5015990-18224fg,3841-5947-5947,9481
3841-18224fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,9481
3841-18224fg,3841-6045145-18224fg,3841-5015990-18224fg,219
3841-18224fg,3841-6045148-18224fg,3841-5015990-18224fg,10560
3841-1840fg,3803-2003-2003,Terminal_3803-2003-2003_Terminal,540
3841-1840fg,3803-3374-3374,Terminal_3803-3374-3374_Terminal,71
3841-1840fg,3841-1697-1697,Terminal_3841-1697-1697_Terminal,360
3841-1840fg,3841-2003-2003,3803-2003-2003,540
3841-1840fg,3841-3374-3374,3803-3374-3374,71
3841-1840fg,3841-3374-3374,Terminal_3841-3374-3374_Terminal,289
3841-1840fg,3841-5001820-1840fg,3841-1697-1697,360
3841-1840fg,3841-5001820-1840fg,3841-2003-2003,540
3841-1840fg,3841-5001820-1840fg,3841-3374-3374,360
3841-1840fg,3841-5001820-1840fg,3841-5947-5947,1139
3841-1840fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,1139
3841-1840fg,3841-6039063-1840fg,3841-5001820-1840fg,1599
3841-1840fg,3841-6039068-1840fg,3841-5001820-1840fg,800
3841-18468fg,3803-18468-18468,Terminal_3803-18468-18468_Terminal,248395
3841-18468fg,3803-6082284-18468fg,3803-18468-18468,248395
3841-18468fg,3841-18468-18468,3841-6082284-18468fg,1088
3841-18468fg,3841-6078037-18468fg,3841-18468-18468,1088
3841-18468fg,3841-6078038-18468fg,Terminal_3841-6078038-18468fg_Terminal,25
3841-18468fg,3841-6082284-18468fg,3803-6082284-18468fg,248577
3841-18650fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,650
3841-18650fg,3835-5001671-5001671,3835-5006219-5006219,1725
3841-18650fg,3835-5001671-5001671,3835-5947-5947,170
3841-18650fg,3835-5001671-5001671,3835-6-6,5
3841-18650fg,3835-5001671-5001671,3835-9035-9035,510
3841-18650fg,3835-5003911-5003911,3835-2502-2502,650
3841-18650fg,3835-5003911-5003911,3835-5001671-5001671,2410
3841-18650fg,3835-5003911-5003911,3835-5947-5947,1380
3841-18650fg,3835-5003911-5003911,3835-6-6,910
3841-18650fg,3835-5003911-5003911,3835-6762-6762,1910
3841-18650fg,3835-5003911-5003911,3835-9247-9247,50
3841-18650fg,3835-5003911-5003911,3835-9510-9510,110
3841-18650fg,3835-5006219-5006219,3835-5947-5947,510
3841-18650fg,3835-5006219-5006219,3835-8940-8940,1215
3841-18650fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,2060
3841-18650fg,3835-6-6,Terminal_3835-6-6_Terminal,915
3841-18650fg,3835-6077640-6077640,3835-5003911-5003911,7420
3841-18650fg,3835-6762-6762,Terminal_3835-6762-6762_Terminal,1910
3841-18650fg,3835-8940-8940,Terminal_3835-8940-8940_Terminal,1215
3841-18650fg,3835-9035-9035,Terminal_3835-9035-9035_Terminal,510
3841-18650fg,3835-9247-9247,Terminal_3835-9247-9247_Terminal,50
3841-18650fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,110
3841-18650fg,3841-20829-20829,Terminal_3841-20829-20829_Terminal,5
3841-18650fg,3841-3467-3467,Terminal_3841-3467-3467_Terminal,3785
3841-18650fg,3841-4296-4296,3841-6077640-6077640,7425
3841-18650fg,3841-5016405-18650fg,3841-20829-20829,5
3841-18650fg,3841-5016405-18650fg,3841-3467-3467,3785
3841-18650fg,3841-5016405-18650fg,3841-4296-4296,7425
3841-18650fg,3841-5016405-18650fg,3841-9570-9570,5280
3841-18650fg,3841-6077640-6077640,3835-6077640-6077640,7425
3841-18650fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,5280
3841-18802fg,3811-1721-1721,Terminal_3811-1721-1721_Terminal,20158
3841-18802fg,3811-5016555-18802fg,3811-1721-1721,20158
3841-18802fg,3811-5016555-18802fg,3811-8595-8595,2861
3841-18802fg,3811-5016555-18802fg,3811-9570-9570,5767
3841-18802fg,3811-6046230-6046230,3835-6046230-6046230,611
3841-18802fg,3811-6100276-6100276,3811-5016555-18802fg,28786
3841-18802fg,3811-8595-8595,3811-6046230-6046230,611
3841-18802fg,3811-8595-8595,Terminal_3811-8595-8595_Terminal,2250
3841-18802fg,3811-9570-9570,Terminal_3811-9570-9570_Terminal,5767
3841-18802fg,3835-1718-1718,Terminal_3835-1718-1718_Terminal,91
3841-18802fg,3835-1861-1861,Terminal_3835-1861-1861_Terminal,202
3841-18802fg,3835-5007684-8595fg,3835-1718-1718,91
3841-18802fg,3835-5007684-8595fg,3835-1861-1861,202
3841-18802fg,3835-5007684-8595fg,3835-9570-9570,318
3841-18802fg,3835-6046230-6046230,3835-5007684-8595fg,611
3841-18802fg,3835-9570-9570,Terminal_3835-9570-9570_Terminal,318
3841-18802fg,3841-6045378-18802fg,3841-6100276-6100276,1835
3841-18802fg,3841-6045382-18802fg,3841-6100276-6100276,26979
3841-18802fg,3841-6100276-6100276,3811-6100276-6100276,28814
3841-18940fg,3803-9049-9049,Terminal_3803-9049-9049_Terminal,728
3841-18940fg,3841-10231-10231,Terminal_3841-10231-10231_Terminal,1105
3841-18940fg,3841-26908-26908,Terminal_3841-26908-26908_Terminal,65
3841-18940fg,3841-5016697-18940fg,3841-10231-10231,1105
3841-18940fg,3841-5016697-18940fg,3841-26908-26908,65
3841-18940fg,3841-5016697-18940fg,3841-9049-9049,728
3841-18940fg,3841-5016697-18940fg,3841-9181-9181,728
3841-18940fg,3841-5016697-18940fg,3841-9461-9461,741
3841-18940fg,3841-5016697-18940fg,3841-9570-9570,6773
3841-18940fg,3841-6113912-18940fg,3841-5016697-18940fg,10140
3841-18940fg,3841-9049-9049,3803-9049-9049,728
3841-18940fg,3841-9181-9181,Terminal_3841-9181-9181_Terminal,728
3841-18940fg,3841-9461-9461,Terminal_3841-9461-9461_Terminal,741
3841-18940fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,6773
3841-19070fg,3803-2187-2187,Terminal_3803-2187-2187_Terminal,1592
3841-19070fg,3803-9544-9544,Terminal_3803-9544-9544_Terminal,603
3841-19070fg,3811-1668-1668,Terminal_3811-1668-1668_Terminal,8421
3841-19070fg,3811-4102-4102,Terminal_3811-4102-4102_Terminal,4411
3841-19070fg,3811-5026713-5026713,3811-1668-1668,8421
3841-19070fg,3811-5026713-5026713,3811-4102-4102,4411
3841-19070fg,3811-6113759-6113759,3811-5026713-5026713,12832
3841-19070fg,3833-10497-10497,3833-5009496-5009496,72
3841-19070fg,3833-10497-10497,Terminal_3833-10497-10497_Terminal,59
3841-19070fg,3833-5009496-5009496,3835-5009496-5009496,72
3841-19070fg,3833-6081442-6081442,3833-10497-10497,131
3841-19070fg,3835-1690-1690,Terminal_3835-1690-1690_Terminal,111
3841-19070fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,15
3841-19070fg,3835-26443-26443,Terminal_3835-26443-26443_Terminal,449
3841-19070fg,3835-5009496-5009496,3835-1690-1690,111
3841-19070fg,3835-5009496-5009496,3835-2502-2502,15
3841-19070fg,3835-5009496-5009496,3835-26443-26443,449
3841-19070fg,3835-5009496-5009496,3835-5947-5947,282
3841-19070fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,282
3841-19070fg,3835-6081442-6081442,3835-5009496-5009496,785
3841-19070fg,3841-10497-10497,3841-6081442-6081442,916
3841-19070fg,3841-10497-10497,3853-10497-10497,2527
3841-19070fg,3841-1668-1668,Terminal_3841-1668-1668_Terminal,4843
3841-19070fg,3841-2187-2187,3803-2187-2187,1592
3841-19070fg,3841-2187-2187,Terminal_3841-2187-2187_Terminal,3189
3841-19070fg,3841-26398-26398,3841-6113759-6113759,12840
3841-19070fg,3841-5017065-19070fg,3841-10497-10497,3443
3841-19070fg,3841-5017065-19070fg,3841-1668-1668,4843
3841-19070fg,3841-5017065-19070fg,3841-2187-2187,4781
3841-19070fg,3841-5017065-19070fg,3841-26398-26398,12840
3841-19070fg,3841-5017065-19070fg,3841-9544-9544,603
3841-19070fg,3841-5017065-19070fg,3841-9570-9570,3375
3841-19070fg,3841-6045552-19070fg,3841-5017065-19070fg,21983
3841-19070fg,3841-6081442-6081442,3833-6081442-6081442,131
3841-19070fg,3841-6081442-6081442,3835-6081442-6081442,785
3841-19070fg,3841-6113759-6113759,3811-6113759-6113759,12840
3841-19070fg,3841-9544-9544,3803-9544-9544,603
3841-19070fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,3375
3841-19070fg,3853-10497-10497,Terminal_3853-10497-10497_Terminal,2527
3841-19071fg,3803-2187-2187,Terminal_3803-2187-2187_Terminal,450
3841-19071fg,3803-4102-4102,Terminal_3803-4102-4102_Terminal,261
3841-19071fg,3803-9544-9544,Terminal_3803-9544-9544_Terminal,233
3841-19071fg,3833-10497-10497,3833-5009496-5009496,41
3841-19071fg,3833-10497-10497,Terminal_3833-10497-10497_Terminal,31
3841-19071fg,3833-5009496-5009496,3835-5009496-5009496,41
3841-19071fg,3833-6081442-6081442,3833-10497-10497,72
3841-19071fg,3835-1690-1690,Terminal_3835-1690-1690_Terminal,56
3841-19071fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,8
3841-19071fg,3835-26443-26443,Terminal_3835-26443-26443_Terminal,253
3841-19071fg,3835-5009496-5009496,3835-1690-1690,56
3841-19071fg,3835-5009496-5009496,3835-2502-2502,8
3841-19071fg,3835-5009496-5009496,3835-26443-26443,253
3841-19071fg,3835-5009496-5009496,3835-5947-5947,159
3841-19071fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,159
3841-19071fg,3835-6081442-6081442,3835-5009496-5009496,435
3841-19071fg,3841-10497-10497,3841-6081442-6081442,507
3841-19071fg,3841-10497-10497,3853-10497-10497,1426
3841-19071fg,3841-1668-1668,Terminal_3841-1668-1668_Terminal,7750
3841-19071fg,3841-2187-2187,3803-2187-2187,450
3841-19071fg,3841-2187-2187,Terminal_3841-2187-2187_Terminal,899
3841-19071fg,3841-4102-4102,3803-4102-4102,261
3841-19071fg,3841-4102-4102,Terminal_3841-4102-4102_Terminal,2297
3841-19071fg,3841-5017066-19071fg,3841-10497-10497,1933
3841-19071fg,3841-5017066-19071fg,3841-1668-1668,7750
3841-19071fg,3841-5017066-19071fg,3841-2187-2187,1349
3841-19071fg,3841-5017066-19071fg,3841-4102-4102,2558
3841-19071fg,3841-5017066-19071fg,3841-9544-9544,233
3841-19071fg,3841-5017066-19071fg,3841-9570-9570,1674
3841-19071fg,3841-6081442-6081442,3833-6081442-6081442,72
3841-19071fg,3841-6081442-6081442,3835-6081442-6081442,435
3841-19071fg,3841-9544-9544,3803-9544-9544,233
3841-19071fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,1674
3841-19071fg,3853-10497-10497,Terminal_3853-10497-10497_Terminal,1426
3841-1910fg,3811-2524-2524,Terminal_3811-2524-2524_Terminal,115
3841-1910fg,3811-31203-31203,Terminal_3811-31203-31203_Terminal,1473
3841-1910fg,3811-5007336-5007336,3811-31203-31203,1473
3841-1910fg,3811-5007336-5007336,3811-5947-5947,2197
3841-1910fg,3811-5947-5947,Terminal_3811-5947-5947_Terminal,2197
3841-1910fg,3811-6006392-6006392,3811-5007336-5007336,2208
3841-1910fg,3811-6008687-6008687,3811-2524-2524,115
3841-1910fg,3811-8221-8221,3811-5007336-5007336,1462
3841-1910fg,3811-8221-8221,3811-6006392-6006392,2208
3841-1910fg,3811-8221-8221,Terminal_3811-8221-8221_Terminal,4153
3841-1910fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,179
3841-1910fg,3841-2524-2524,3841-6008687-6008687,115
3841-1910fg,3841-2524-2524,Terminal_3841-2524-2524_Terminal,19
3841-1910fg,3841-5001888-1910fg,3841-2502-2502,179
3841-1910fg,3841-5001888-1910fg,3841-2524-2524,134
3841-1910fg,3841-5001888-1910fg,3841-8221-8221,7823
3841-1910fg,3841-5001888-1910fg,3841-9570-9570,2389
3841-1910fg,3841-6008687-6008687,3811-6008687-6008687,115
3841-1910fg,3841-6039105-1910fg,3841-5001888-1910fg,1994
3841-1910fg,3841-6039109-1910fg,3841-5001888-1910fg,22
3841-1910fg,3841-6039110-1910fg,3841-5001888-1910fg,8509
3841-1910fg,3841-8221-8221,3811-8221-8221,7823
3841-1910fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,2389
3841-19126fg,3803-4102-4102,Terminal_3803-4102-4102_Terminal,20
3841-19126fg,3803-9544-9544,Terminal_3803-9544-9544_Terminal,30
3841-19126fg,3833-10497-10497,3833-5009496-5009496,6
3841-19126fg,3833-10497-10497,Terminal_3833-10497-10497_Terminal,6
3841-19126fg,3833-5009496-5009496,3835-5009496-5009496,6
3841-19126fg,3833-6081442-6081442,3833-10497-10497,12
3841-19126fg,3835-1690-1690,Terminal_3835-1690-1690_Terminal,12
3841-19126fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,2
3841-19126fg,3835-26443-26443,Terminal_3835-26443-26443_Terminal,48
3841-19126fg,3835-5009496-5009496,3835-1690-1690,12
3841-19126fg,3835-5009496-5009496,3835-2502-2502,2
3841-19126fg,3835-5009496-5009496,3835-26443-26443,48
3841-19126fg,3835-5009496-5009496,3835-5947-5947,30
3841-19126fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,30
3841-19126fg,3835-6081442-6081442,3835-5009496-5009496,86
3841-19126fg,3841-10497-10497,3841-6081442-6081442,98
3841-19126fg,3841-10497-10497,3853-10497-10497,270
3841-19126fg,3841-1668-1668,Terminal_3841-1668-1668_Terminal,604
3841-19126fg,3841-4102-4102,3803-4102-4102,20
3841-19126fg,3841-4102-4102,Terminal_3841-4102-4102_Terminal,182
3841-19126fg,3841-5017123-19126fg,3841-10497-10497,368
3841-19126fg,3841-5017123-19126fg,3841-1668-1668,604
3841-19126fg,3841-5017123-19126fg,3841-4102-4102,202
3841-19126fg,3841-5017123-19126fg,3841-9544-9544,30
3841-19126fg,3841-5017123-19126fg,3841-9570-9570,756
3841-19126fg,3841-6045622-19126fg,3841-5017123-19126fg,1960
3841-19126fg,3841-6081442-6081442,3833-6081442-6081442,12
3841-19126fg,3841-6081442-6081442,3835-6081442-6081442,86
3841-19126fg,3841-9544-9544,3803-9544-9544,30
3841-19126fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,756
3841-19126fg,3853-10497-10497,Terminal_3853-10497-10497_Terminal,270
3841-19493fg,3811-19493-19493,Terminal_3811-19493-19493_Terminal,153
3841-19493fg,3811-6102508-19493fg,3811-19493-19493,153
3841-19493fg,3841-6091622-19493fg,Terminal_3841-6091622-19493fg_Terminal,16800
3841-19493fg,3841-6102508-19493fg,3811-6102508-19493fg,162
3841-19536fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,1759
3841-19536fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,1670
3841-19536fg,3835-5001670-5001670,3835-1966-1966,1759
3841-19536fg,3835-5001670-5001670,3835-2502-2502,1670
3841-19536fg,3835-5001670-5001670,3835-5947-5947,4183
3841-19536fg,3835-5001670-5001670,3835-9510-9510,68
3841-19536fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,4183
3841-19536fg,3835-6077616-6077616,3835-5001670-5001670,7680
3841-19536fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,68
3841-19536fg,3841-1688-1688,3841-6077616-6077616,7680
3841-19536fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,1288
3841-19536fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,1246
3841-19536fg,3841-5017766-19536fg,3841-1688-1688,7680
3841-19536fg,3841-5017766-19536fg,3841-2323-2323,1288
3841-19536fg,3841-5017766-19536fg,3841-2502-2502,1246
3841-19536fg,3841-5017766-19536fg,3841-5947-5947,10701
3841-19536fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,10701
3841-19536fg,3841-6045723-19536fg,3841-5017766-19536fg,1175
3841-19536fg,3841-6045725-19536fg,3841-5017766-19536fg,19740
3841-19536fg,3841-6077616-6077616,3835-6077616-6077616,7680
3841-19537fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,2697
3841-19537fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,2560
3841-19537fg,3835-5001670-5001670,3835-1966-1966,2697
3841-19537fg,3835-5001670-5001670,3835-2502-2502,2560
3841-19537fg,3835-5001670-5001670,3835-5947-5947,6419
3841-19537fg,3835-5001670-5001670,3835-9510-9510,99
3841-19537fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,6419
3841-19537fg,3835-6077616-6077616,3835-5001670-5001670,11775
3841-19537fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,99
3841-19537fg,3841-1688-1688,3841-6077616-6077616,11777
3841-19537fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,2086
3841-19537fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,2458
3841-19537fg,3841-5017765-19537fg,3841-1688-1688,11777
3841-19537fg,3841-5017765-19537fg,3841-2323-2323,2086
3841-19537fg,3841-5017765-19537fg,3841-2502-2502,2458
3841-19537fg,3841-5017765-19537fg,3841-5947-5947,16504
3841-19537fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,16504
3841-19537fg,3841-6045730-19537fg,3841-5017765-19537fg,26908
3841-19537fg,3841-6077616-6077616,3835-6077616-6077616,11777
3841-19537fg,3841-6100258-19537fg,3841-5017765-19537fg,5917
3841-19539fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,3361
3841-19539fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,3199
3841-19539fg,3835-5001670-5001670,3835-1966-1966,3361
3841-19539fg,3835-5001670-5001670,3835-2502-2502,3199
3841-19539fg,3835-5001670-5001670,3835-5947-5947,8035
3841-19539fg,3835-5001670-5001670,3835-9510-9510,117
3841-19539fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,8035
3841-19539fg,3835-6077616-6077616,3835-5001670-5001670,14712
3841-19539fg,3835-6077616-6077616,Terminal_3835-6077616-6077616_Terminal,122
3841-19539fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,117
3841-19539fg,3841-1688-1688,3841-6077616-6077616,14852
3841-19539fg,3841-1688-1688,Terminal_3841-1688-1688_Terminal,18
3841-19539fg,3841-2323-2323,Terminal_3841-2323-2323_Terminal,1257
3841-19539fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,2295
3841-19539fg,3841-5017768-19539fg,3841-1688-1688,14813
3841-19539fg,3841-5017768-19539fg,3841-2323-2323,1254
3841-19539fg,3841-5017768-19539fg,3841-2502-2502,2286
3841-19539fg,3841-5017768-19539fg,3841-5947-5947,18651
3841-19539fg,3841-5017768-19539fg,3841-6045740-19539fg,138
3841-19539fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,18720
3841-19539fg,3841-6045738-19539fg,3841-5017768-19539fg,1404
3841-19539fg,3841-6045740-19539fg,3841-1688-1688,57
3841-19539fg,3841-6045740-19539fg,3841-2323-2323,3
3841-19539fg,3841-6045740-19539fg,3841-2502-2502,9
3841-19539fg,3841-6045740-19539fg,3841-5017768-19539fg,35738
3841-19539fg,3841-6045740-19539fg,3841-5947-5947,69
3841-19539fg,3841-6077616-6077616,3835-6077616-6077616,14852
3841-19544fg,3809-2354-2354,Terminal_3809-2354-2354_Terminal,2
3841-19544fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,1178
3841-19544fg,3835-2354-2354,3809-2354-2354,2
